CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
Canada,CAN,,,NAT_TOTAL,2020-01-11,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-12,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-13,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-14,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-15,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-16,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-17,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-18,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-19,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-20,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-21,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,,,0,0,0,0,3.12,3.12,3.57,3.57,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-22,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,0,0,2.78,2.78,3.57,3.57,4.69,4.69,5.36,5.36,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-23,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,2,0,2.78,2.78,3.57,3.57,4.69,4.69,5.36,5.36,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-24,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,0,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,3,0,2.78,2.78,3.57,3.57,4.69,4.69,5.36,5.36,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-25,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,3,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-26,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,3,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-27,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,3,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-28,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,4,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-29,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,4,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-30,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,4,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-01-31,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,4,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-01,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,4,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-02,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,4,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-03,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,4,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-04,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,5,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-05,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,6,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-06,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,6,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-07,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,8,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-08,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,8,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-09,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,8,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-10,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,9,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-11,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,9,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-12,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,9,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-13,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,9,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-14,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,9,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-15,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,9,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-16,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,9,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-17,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,10,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-18,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,10,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-19,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,10,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-20,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,11,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-21,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,13,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-22,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,14,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-23,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,15,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-24,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,16,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-25,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,19,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-26,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,20,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-27,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,22,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-28,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,28,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-02-29,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,33,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-01,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,38,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-02,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,45,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-03,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,51,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-04,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,59,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-05,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,71,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-06,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,20110653,0,0,,0,,0,,,0,0,,,,,,,0,,90,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-07,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,98,0,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-08,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,120,1,2.78,2.78,3.57,3.57,6.77,6.77,7.74,7.74,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-09,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,2,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,144,2,2.78,2.78,3.57,3.57,8.85,8.85,10.12,10.12,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-10,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,2,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,165,2,2.78,2.78,3.57,3.57,8.85,8.85,10.12,10.12,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-11,0,,0,,0,,0,,0,,0,,0,,1,0,,0,11000000,37827803,2,1,2,1,145491548,200050878,0,,0,,0,,,0,0,,,,,,,0,,228,2,13.89,13.89,17.86,17.86,15.1,15.1,17.26,17.26,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-12,0,,0,,2,0,0,,0,,0,,0,,1,0,,0,0,0,2,1,2,1,0,0,0,,0,,0,,,0,0,,,,,,,0,,289,3,22.22,22.22,27.38,27.38,19.79,19.79,22.62,22.62,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-13,0,,0,,2,0,0,,0,,0,,0,,1,0,,0,0,0,2,1,2,1,0,0,0,,0,,1,0,,0,0,,,,,,,0,,386,5,22.22,22.22,27.38,27.38,20.83,20.83,23.81,23.81,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-14,0,,0,,2,0,0,,0,,1,0,0,,1,0,,0,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,453,5,24.07,24.07,30.95,30.95,26.04,26.04,29.76,29.76,0,0
Canada,CAN,,,NAT_TOTAL,2020-03-15,0,,0,,2,0,0,,0,,1,0,0,,1,2,0,0,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,549,5,24.07,24.07,30.95,30.95,30.73,30.73,29.76,29.76,37.5,37.5
Canada,CAN,,,NAT_TOTAL,2020-03-16,3,0,0,,2,0,3,1,0,,1,1,0,,1,2,0,0,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,700,9,43.52,43.52,47.14,47.14,41.67,41.67,42.26,42.26,37.5,37.5
Canada,CAN,,,NAT_TOTAL,2020-03-17,3,0,0,,2,0,3,1,0,,1,1,0,,1,2,0,0,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,854,12,43.52,43.52,47.14,47.14,41.67,41.67,42.26,42.26,37.5,37.5
Canada,CAN,,,NAT_TOTAL,2020-03-18,3,0,3,0,2,0,3,1,0,,2,0,0,,4,2,0,1,367000000,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,1097,19,62.96,62.96,68.57,68.57,55.73,55.73,54.76,54.76,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-19,3,0,3,0,2,0,3,1,0,,2,0,0,,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,1349,21,62.96,62.96,68.57,68.57,55.73,55.73,54.76,54.76,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-20,3,1,3,0,2,0,3,1,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,1692,28,73.15,73.15,74.52,74.52,61.46,61.46,61.31,61.31,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-21,3,1,3,0,2,0,3,1,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,2195,40,73.15,73.15,74.52,74.52,61.46,61.46,61.31,61.31,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-22,3,1,3,0,2,0,3,1,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,2651,46,73.15,73.15,74.52,74.52,61.46,61.46,61.31,61.31,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-23,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,3297,59,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-24,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,3996,70,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-25,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,4569,89,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-26,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,5511,110,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-27,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,6380,131,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-28,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,7310,166,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-29,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,8246,203,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-30,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,9478,244,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-03-31,3,1,3,0,2,0,4,0,0,,2,0,2,0,4,2,0,1,229000000,0,2,1,2,1,1416670272,0,0,,0,,3,0,,0,0,,,,,,,0,,10711,303,74.54,74.54,74.52,74.52,62.24,62.24,62.2,62.2,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-04-01,3,1,3,1,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,12023,353,76.39,76.39,78.1,78.1,63.28,63.28,63.39,63.39,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-04-02,3,1,3,1,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,1062591,0,0,,0,,3,0,,0,0,,,,,,,0,,13742,439,76.39,76.39,78.1,78.1,63.28,63.28,63.39,63.39,62.5,62.5
Canada,CAN,,,NAT_TOTAL,2020-04-03,3,1,3,1,2,0,4,0,0,,2,0,2,0,4,2,0,1,0,0,2,1,2,1,0,0,0,,0,,3,0,,0,0,,,,,,,0,,15072,555,76.39,76.39,78.1,78.1,63.28,63.28,63.39,63.39,62.5,62.5
